1~Alwyn the Druid~0~0~Friendly~0~200~0~0~0~0~0~0.3~0,5~0,5;1,5;2,5~0~1~0~0~0~~0
138822~Icelight Wisp~9~40~Hostile~64~993~8 - 18~635~128~2794~497~0.3~4,66~0,160;1,160;2,160;3,63;4,273;5,123;7,Immune~2~1~0~0~1813~0,292;1,292;2,292;3,292;4,292~0
138823~Winterspark Wisp~9~40~Hostile~64~1490~11 - 23~635~128~2794~745~0.3~4,75~0,192;1,192;2,192;3,143;4,286;5,129;7,Immune~3~1~0~0~2720~0,325;1,325;2,325;3,325;4,325~0
138824~Snowcloud Wisp~9~40~Hostile~64~1986~16 - 34~635~128~2794~993~0.3~4,87~0,224;1,224;2,224;3,224;4,449;5,224;7,Immune~4~1~0~0~3627~0,358;1,358;2,358;3,358;4,358~1
138825~Fire Effigy Slitthroat~6~25~Hostile~64~655~4 - 10~635~128~2794~328~0.3~3,28~0,128;1,128;2,128;3,256;4,118;5,128;7,Immune~1~1~0~0~1360~0,271;1,251;2,251;3,251;4,251~0
138826~Fire Effigy Gloomguard~6~25~Hostile~64~993~8 - 18~635~128~2794~497~0.3~3,44~0,160;1,160;2,160;3,320;4,206;5,160;7,Immune~2~1~0~0~1813~0,287;1,265;2,265;3,265;4,265~0
138827~Fire Effigy Render~6~25~Hostile~64~1490~11 - 23~635~128~2794~745~0.3~3,67~0,192;1,192;2,192;3,384;4,119;5,192;7,Immune~3~1~0~0~2720~0,320;1,295;2,295;3,295;4,295~0
138828~Fire Effigy Denchief~6~25~Hostile~64~1986~16 - 34~635~128~2794~993~0.3~3,105~0,224;1,224;2,224;3,448;4,210;5,224;7,Immune~4~1~0~0~3627~0,352;1,325;2,325;3,325;4,325~1
138829~Fire Effigy Dabbler~6~25~Hostile~65~665~4 - 10~645~130~2795~333~0.3~3,29~0,130;1,130;2,130;3,260;4,147;5,130;7,Immune~1~6~10~1~1380~0,276;1,251;2,251;3,251;4,251~0
138830~Fire Effigy Darkart~6~25~Hostile~65~1007~8 - 18~645~130~2795~504~0.3~3,44~0,163;1,163;2,163;3,326;4,177;5,163;7,Immune~2~6~10~1~1840~0,292;1,265;2,265;3,265;4,265~0
138831~Fire Effigy Mastermage~6~25~Hostile~65~1511~15 - 22~645~130~2795~756~0.3~3,68~0,195;1,195;2,195;3,390;4,150;5,195;7,Immune~3~6~10~1~2760~0,325;1,295;2,295;3,295;4,295~0
138832~Fire Effigy Lairlord~6~25~Hostile~65~2014~20 - 32~645~130~2795~1007~0.3~3,107~0,228;1,228;2,228;3,456;4,179;5,228;7,Immune~4~6~10~1~3680~0,358;1,325;2,325;3,325;4,325~1
138833~Shadow Watch Conqueror~6~25~Hostile~220~306240~330 - 663~2195~440~2950~153120~1.9~2,1157~0,1760;1,1760;2,1408;3,628;4,628;5,550;7,Immune~5~3.4~0~0~35840~0,2200;1,2200;2,2200;3,2200;4,2200;5,2200~0
138834~Darkwyrm Matriarch~6~25~Hostile~220~352176~400 - 800~2195~440~2950~176088~0.3~1,1533~0,880;1,880;2,880;3,880;4,500;5,880;6,120;7,Immune~5~1~0~0~35840~0,2200;1,2200;2,2200;3,2200;4,2200~0
138835~Arcanum Inspector~6~25~Hostile~220~66032~103 - 210~2195~440~2950~19140~1.9~1,1157~0,770;1,770;2,462;3,550;4,550;5,550;6,110;7,Immune~4~3.4~0~0~17921~0,1650;1,1650;2,1650;3,1650;4,1650;5,1650~0
138836~Ghost Test 1~9~30~Hostile~10~97~1 - 3~95~16~2800~0~0.3~5,5~0,20;1,20;2,20~1~1~0~0~280~~0
138837~Ghost Test 2~9~30~Hostile~10~97~1 - 3~95~16~2800~0~0.3~5,5~0,20;1,20;2,20~1~1~0~0~280~~0
138838~Ghost Test 3~9~30~Hostile~10~97~1 - 3~95~16~2800~0~0.3~5,5~0,20;1,20;2,20~1~1~0~0~280~~0
138839~Ghost Test 4~9~30~Hostile~10~97~1 - 3~95~16~2800~0~0.3~5,5~0,20;1,20;2,20~1~1~0~0~280~~0
138840~Glimmerwing Fae Peon~9~30~Hostile~53~678~3 - 9~525~106~2783~339~0.3~1,44~0,106;1,106;2,106;3,106;4,106;5,106;7,Immune~1~1~0~0~1140~0,66;1,66;2,66;3,66;4,66~0
138841~Glimmerwing Piercer~9~30~Hostile~53~950~7 - 15~525~106~2783~475~0.3~0,69~0,133;1,133;2,133;3,133;4,133;5,133;7,Immune~2~12~12~0~1520~0,133;1,133;2,133;3,133;4,133~0
138842~Glimmerwing Mythfiend~9~25~Hostile~53~1259~9 - 20~525~106~2783~630~0.3~5,106~0,159;1,159;2,159;3,159;4,159;5,159;7,Immune~3~1~0~1~2280~0,265;1,265;2,265;3,265;4,265~0
138843~Glimmerwing Fae Peon~9~30~Hostile~54~734~3 - 9~535~108~2784~367~0.3~1,45~0,108;1,108;2,108;3,108;4,108;5,108;7,Immune~1~1~0~0~1160~0,68;1,68;2,68;3,68;4,68~0
138844~Glimmerwing Piercer~9~30~Hostile~54~1028~7 - 16~535~108~2784~514~0.3~0,70~0,135;1,135;2,135;3,135;4,135;5,135;7,Immune~2~12~12~0~1547~0,135;1,135;2,135;3,135;4,135~0
138845~Glimmerwing Mythfiend~9~25~Hostile~54~1280~9 - 20~535~108~2784~640~0.3~5,108~0,162;1,162;2,162;3,162;4,162;5,162;7,Immune~3~1~0~1~2320~0,270;1,270;2,270;3,270;4,270~0
138846~Glimmerwing Fae Peon~9~30~Hostile~55~748~3 - 9~545~110~2785~374~0.3~1,46~0,110;1,110;2,110;3,110;4,110;5,110;7,Immune~1~1~0~0~1180~0,69;1,69;2,69;3,69;4,69~0
138847~Glimmerwing Piercer~9~30~Hostile~55~1047~7 - 16~545~110~2785~524~0.3~0,71~0,138;1,138;2,138;3,138;4,138;5,138;7,Immune~2~12~12~0~1573~0,138;1,138;2,138;3,138;4,138~0
138848~Glimmerwing Mythfiend~9~25~Hostile~55~1301~9 - 20~545~110~2785~651~0.3~5,110~0,165;1,165;2,165;3,165;4,165;5,165;7,Immune~3~1~0~1~2360~0,275;1,275;2,275;3,275;4,275~0
138849~Grak Vileshank~15~30~Hostile~80~4834~700 - 900~795~160~2810~1217~1.8~0,200~0,280;1,280;2,280;3,280;4,280;5,140;6,140;7,Immune~4~3~0~5~4480~0,600;1,600;2,600;3,600;4,600;5,600~20
138850~Inferno Slitthroat~9~40~Hostile~59~632~6 - 9~585~118~2800~0~0.3~3,53~0,118;1,118;2,118;3,118;4,236;5,106;7,Immune~1~1~0~0~1260~0,251;1,251;2,251;3,251;4,251~0
138851~Inferno Gloomguard~9~40~Hostile~59~844~10 - 14~585~118~2700~0~0.3~3,60~0,118;1,118;2,118;3,124;4,248;5,112;7,Immune~2~1~0~0~1680~0,265;1,265;2,265;3,265;4,265~0
138852~Inferno Render~9~40~Hostile~59~1265~15 - 22~585~118~2600~0~0.3~3,68~0,118;1,118;2,118;3,130;4,260;5,117;7,Immune~3~1~0~0~2520~0,295;1,295;2,295;3,295;4,295~0
138853~Inferno Denchief~9~40~Hostile~59~1984~20 - 32~878~177~2600~0~0.3~3,79~0,177;1,177;2,177;3,204;4,407;5,204;7,Immune~4~1~0~0~3360~0,325;1,325;2,325;3,325;4,325~1
138854~Mephetic Slitthroat~9~40~Hostile~69~728~7 - 11~685~138~2800~0~0.3~6,31~0,138;1,138;2,138;3,138;4,276;5,124;7,Immune~1~1~0~0~1460~0,293;1,293;2,293;3,293;4,293~0
138855~Mephetic Gloomguard~9~40~Hostile~69~972~12 - 16~685~138~2700~0~0.3~6,36~0,138;1,138;2,138;3,180;4,180;5,360;7,Immune~2~1~0~0~1947~0,180;1,180;2,180;3,180;4,180~0
138856~Mephetic Render~9~40~Hostile~69~1458~17 - 25~685~138~2600~0~0.3~6,40~0,138;1,138;2,138;3,216;4,216;5,432;7,Immune~3~1~0~0~2920~0,360;1,360;2,360;3,360;4,360~0
138857~Mephetic Denchief~9~40~Hostile~69~2285~23 - 37~1028~207~2600~0~0.3~6,46~0,207;1,207;2,207;3,238;4,476;5,238;7,Immune~4~1~0~0~3893~0,380;1,380;2,380;3,380;4,380~1
138858~Mephetic Dabbler~9~40~Hostile~70~739~7 - 11~695~140~2800~0~0.3~6,31~0,280;1,280;2,280;3,140;4,140;5,59;7,Immune~1~6~10~1~1480~0,297;1,297;2,297;3,297;4,297~0
138859~Mephetic Darkart~9~40~Hostile~70~984~12 - 16~695~140~2700~0~0.3~6,36~0,280;1,280;2,280;3,147;4,147;5,52;7,Immune~2~6~10~1~1973~0,315;1,315;2,315;3,315;4,315~0
138860~Mephetic Mastermage~9~40~Hostile~70~1477~18 - 25~695~140~2600~0~0.3~6,40~0,280;1,280;2,280;3,308;4,308;5,110;7,Immune~3~6~10~1~2960~0,350;1,350;2,350;3,350;4,350~0
138861~Mephetic Lairlord~9~40~Hostile~70~2316~23 - 37~1042~210~2600~0~0.3~6,46~0,420;1,420;2,420;3,242;4,242;5,128;7,Immune~4~6~10~1~3947~0,385;1,385;2,385;3,385;4,385~1
138862~Aberrant Dabbler~6~25~Hostile~76~766~5 - 12~755~152~2806~383~0.3~5,36~0,152;1,152;2,152;3,152;4,152;5,304;7,Immune~1~3~10~1~1600~0,95;1,95;2,95~0
138863~Aberrant Darkart~6~25~Hostile~76~1161~10 - 21~755~152~2806~581~0.3~5,55~0,190;1,190;2,190;3,190;4,190;5,380;7,Immune~2~3~10~1~2133~0,190;1,190;2,190~0
138864~Aberrant Mastermage~6~25~Hostile~76~1742~13 - 27~755~152~2806~871~0.3~5,83~0,228;1,228;2,228;3,228;4,228;5,456;7,Immune~3~3~10~1~3200~0,380;1,380;2,380~0
138865~Aberrant Lairlord~6~25~Hostile~76~2322~19 - 40~755~152~2806~1161~0.3~5,129~0,266;1,266;2,266;3,266;4,266;5,532;7,Immune~4~3~10~1~4267~0,570;1,570;2,570~0
138866~Aberrant Dabbler~6~25~Hostile~77~776~5 - 12~765~154~2807~388~0.3~5,36~0,154;1,154;2,154;3,154;4,154;5,308;7,Immune~1~3~10~1~1620~0,96;1,96;2,96~0
138867~Aberrant Darkart~6~25~Hostile~77~1175~10 - 21~765~154~2807~588~0.3~5,55~0,193;1,193;2,193;3,193;4,193;5,386;7,Immune~2~3~10~1~2160~0,193;1,193;2,193~0
138868~Aberrant Mastermage~6~25~Hostile~77~1763~13 - 28~765~154~2807~882~0.3~5,83~0,231;1,231;2,231;3,231;4,231;5,462;7,Immune~3~3~10~1~3240~0,385;1,385;2,385~0
138869~Aberrant Lairlord~6~25~Hostile~77~2350~19 - 41~765~154~2807~1175~0.3~5,131~0,270;1,270;2,270;3,270;4,270;5,540;7,Immune~4~3~10~1~4320~0,578;1,578;2,578~0
138870~Aberrant Dabbler~6~25~Hostile~78~785~5 - 12~775~156~2808~393~0.3~5,37~0,156;1,156;2,156;3,156;4,156;5,312;7,Immune~1~3~10~1~1640~0,98;1,98;2,98~0
138871~Aberrant Darkart~6~25~Hostile~78~1189~10 - 22~775~156~2808~595~0.3~5,56~0,195;1,195;2,195;3,195;4,195;5,390;7,Immune~2~3~10~1~2187~0,195;1,195;2,195~0
138872~Aberrant Mastermage~6~25~Hostile~78~1784~13 - 28~775~156~2808~892~0.3~5,85~0,234;1,234;2,234;3,234;4,234;5,468;7,Immune~3~3~10~1~3280~0,390;1,390;2,390~0
138873~Aberrant Lairlord~6~25~Hostile~78~2378~20 - 41~775~156~2808~1189~0.3~5,132~0,273;1,273;2,273;3,273;4,273;5,546;7,Immune~4~3~10~1~4373~0,585;1,585;2,585~0
138874~Sleatskean Slitthroat~6~25~Hostile~55~572~3 - 9~545~110~2785~286~0.3~4,23~0,110;1,110;2,110;3,220;4,110;5,220;7,Immune~1~1~0~0~1180~0,69;2,69;3,69;4,69;5,69~0
138875~Sleatskean Gloomguard~6~25~Hostile~55~867~7 - 16~545~110~2785~434~0.3~4,35~0,138;1,138;2,138;3,276;4,138;5,138;7,Immune~2~1~0~0~1573~0,138;2,138;3,138;4,138;5,138~0
138876~Sleatskean Render~6~25~Hostile~55~1301~9 - 20~545~110~2785~651~0.3~4,55~0,165;1,165;2,165;3,330;4,165;5,165;7,Immune~3~1~0~0~2360~0,275;2,275;3,275;4,275;5,275~0
138877~Sleatskean Denchief~6~25~Hostile~55~1734~14 - 30~545~110~2785~867~0.3~4,87~0,193;1,193;2,193;3,386;4,193;5,193;7,Immune~4~1~0~0~3147~0,413;2,413;3,413;4,413;5,413~0
138878~Sleatskean Dabbler~6~25~Hostile~56~581~4 - 9~555~112~2786~291~0.3~4,23~0,112;1,112;2,112;3,224;4,112;5,112;7,Immune~1~6~10~1~1200~0,70;2,70;3,70;4,70;5,70~0
138879~Sleatskean Darkart~6~25~Hostile~56~881~7 - 16~555~112~2786~441~0.3~4,36~0,140;1,140;2,140;3,280;4,140;5,140;7,Immune~2~6~10~1~1600~0,140;2,140;3,140;4,140;5,140~0
138880~Sleatskean Mastermage~6~25~Hostile~56~1322~9 - 21~555~112~2786~661~0.3~4,56~0,168;1,168;2,168;3,336;4,168;5,168;7,Immune~3~6~10~1~2400~0,280;2,280;3,280;4,280;5,280~0
138881~Sleatskean Lairlord~6~25~Hostile~56~1762~14 - 30~555~112~2786~881~0.3~4,88~0,196;1,196;2,196;3,392;4,196;5,196;7,Immune~4~6~10~1~3200~0,420;2,420;3,420;4,420;5,420~0
138882~Sleatskean Slitthroat~6~25~Hostile~57~591~4 - 9~565~114~2787~296~0.3~4,24~0,114;1,114;2,114;3,228;4,114;5,114;7,Immune~1~1~0~0~1220~0,71;2,71;3,71;4,71;5,71~0
138883~Sleatskean Gloomguard~6~25~Hostile~57~895~7 - 16~565~114~2787~448~0.3~4,37~0,143;1,143;2,143;3,286;4,143;5,143;7,Immune~2~1~0~0~1627~0,143;2,143;3,143;4,143;5,143~0
138884~Sleatskean Render~6~25~Hostile~57~1343~10 - 21~565~114~2787~672~0.3~4,57~0,171;1,171;2,171;3,342;4,171;5,171;7,Immune~3~1~0~0~2440~0,285;2,285;3,285;4,285;5,285~0
138885~Sleatskean Denchief~6~25~Hostile~57~1790~14 - 31~565~114~2787~895~0.3~4,90~0,200;1,200;2,200;3,400;4,200;5,200;7,Immune~4~1~0~0~3253~0,428;2,428;3,428;4,428;5,428~0
138886~Sleatskean Dabbler~6~25~Hostile~58~600~4 - 9~575~116~2788~300~0.3~4,24~0,116;1,116;2,116;3,232;4,116;5,116;7,Immune~1~6~10~1~1240~0,73;2,73;3,73;4,73;5,73~0
138887~Sleatskean Darkart~6~25~Hostile~58~909~7 - 17~575~116~2788~455~0.3~4,37~0,145;1,145;2,145;3,290;4,145;5,145;7,Immune~2~6~10~1~1653~0,145;2,145;3,145;4,145;5,145~0
138888~Sleatskean Mastermage~6~25~Hostile~58~1364~10 - 21~575~116~2788~682~0.3~4,58~0,174;1,174;2,174;3,348;4,174;5,174;7,Immune~3~6~10~1~2480~0,290;2,290;3,290;4,290;5,290~0
138889~Sleatskean Lairlord~6~25~Hostile~58~1818~15 - 31~575~116~2788~909~0.3~4,91~0,203;1,203;2,203;3,406;4,203;5,203;7,Immune~4~6~10~1~3307~0,435;2,435;3,435;4,435;5,435~0
138890~Sleatskean Slitthroat~6~25~Hostile~59~609~4 - 9~585~118~2789~305~0.3~4,24~0,118;1,118;2,118;3,236;4,118;5,118;7,Immune~1~1~0~0~1260~0,74;2,74;3,74;4,74;5,74~0
138891~Sleatskean Gloomguard~6~25~Hostile~59~923~7 - 17~585~118~2789~462~0.3~4,38~0,148;1,148;2,148;3,296;4,148;5,148;7,Immune~2~1~0~0~1680~0,148;2,148;3,148;4,148;5,148~0
138892~Sleatskean Render~6~25~Hostile~59~1385~10 - 22~585~118~2789~693~0.3~4,59~0,177;1,177;2,177;3,354;4,177;5,177;7,Immune~3~1~0~0~2520~0,295;2,295;3,295;4,295;5,295~0
138893~Sleatskean Denchief~6~25~Hostile~59~1846~15 - 32~585~118~2789~923~0.3~4,93~0,207;1,207;2,207;3,414;4,207;5,207;7,Immune~4~1~0~0~3360~0,443;2,443;3,443;4,443;5,443~0
138894~Sleatskean Dabbler~6~25~Hostile~60~618~4 - 10~595~120~2790~309~0.3~4,27~0,120;1,120;2,120;3,240;4,120;5,120;7,Immune~1~6~10~1~1280~0,75;2,75;3,75;4,75;5,75~0
138895~Sleatskean Darkart~6~25~Hostile~60~937~8 - 17~595~120~2790~469~0.3~4,41~0,150;1,150;2,150;3,300;4,150;5,150;7,Immune~2~6~10~1~1707~0,150;2,150;3,150;4,150;5,150~0
138896~Sleatskean Mastermage~6~25~Hostile~60~1406~10 - 22~595~120~2790~703~0.3~4,62~0,180;1,180;2,180;3,360;4,180;5,180;7,Immune~3~6~10~1~2560~0,300;2,300;3,300;4,300;5,300~0
138897~Sleatskean Lairlord~6~25~Hostile~60~1874~15 - 32~595~120~2790~937~0.3~4,98~0,210;1,210;2,210;3,420;4,210;5,210;7,Immune~4~6~10~1~3413~0,450;2,450;3,450;4,450;5,450~0
138898~Icewind Serf~0~25~Passive~10~173~2 - 5~95~20~2740~87~0.3~2,19~0,30;1,30;2,30;3,30;4,30;5,27~3~1~0~0~700~0,50;1,50;2,50;3,50;4,50;5,50~0
138899~Icewind Grunt~0~25~Passive~20~460~3 - 9~195~40~2750~230~0.3~2,39~0,60;1,60;2,60;3,60;4,60;5,54~3~1~0~0~1200~0,100;1,100;2,100;3,100;4,100;5,100~0
138900~Icewind Foot Soldier~0~25~Passive~30~949~5 - 12~295~60~2760~475~0.3~2,60~0,90;1,90;2,90;3,90;4,90;5,81~3~1~0~0~1700~0,150;1,150;2,150;3,150;4,150;5,150~0
138901~Icewind Infantry~0~25~Passive~40~1495~7 - 15~395~80~2770~748~0.3~2,84~0,120;1,120;2,120;3,120;4,120;5,108~3~1~0~0~2200~0,200;1,200;2,200;3,200;4,200;5,200~0
138902~Icewind Stonewall~0~25~Passive~50~2300~8 - 19~495~100~2780~1150~0.3~2,110~0,150;1,150;2,150;3,150;4,150;5,135~3~1~0~0~2700~0,250;1,250;2,250;3,250;4,250;5,250~0
138903~Icewind Sapper~0~25~Passive~60~3105~10 - 22~595~120~2790~1553~0.3~2,138~0,180;1,180;2,180;3,180;4,180;5,162~3~1~0~0~3200~0,300;1,300;2,300;3,300;4,300;5,300~0
138904~Icewind Champion~0~25~Passive~70~4226~12 - 25~695~140~2800~2113~0.3~2,167~0,210;1,210;2,210;3,210;4,210;5,189~3~1~0~0~3700~0,350;1,350;2,350;3,350;4,350;5,350~0
138905~Icewind Sergeant~0~25~Passive~80~5290~15 - 33~795~160~2810~2645~0.3~2,200~0,240;1,240;2,240;3,240;4,240;5,216~3~1~0~0~4200~0,400;1,400;2,400;3,400;4,400;5,400~0
138906~Icewind Lieutenant~0~25~Passive~90~6728~17 - 37~895~180~2820~3364~0.3~2,233~0,270;1,270;2,270;3,270;4,270;5,243~3~1~0~0~4700~0,450;1,450;2,450;3,450;4,450;5,450~0
138907~Icewind General~0~25~Passive~100~8050~20 - 40~995~200~2830~4025~0.3~2,270~0,300;1,300;2,300;3,300;4,300;5,270~3~1~0~0~5200~0,500;1,500;2,500;3,500;4,500;5,500~0
138908~Icewind Chieftain~0~25~Passive~110~9804~21 - 45~1095~220~2840~4902~0.3~2,308~0,330;1,330;2,330;3,330;4,330;5,297~3~1~0~0~5700~0,550;1,550;2,550;3,550;4,550;5,550~0
138909~Frostclaw Serf~0~25~Passive~120~11385~23 - 48~1195~240~2850~5693~0.3~2,348~0,360;1,360;2,360;3,360;4,360;5,324~3~1~0~0~6200~0,600;1,600;2,600;3,600;4,600;5,600~0
138910~Frostclaw Grunt~0~25~Passive~130~13455~25 - 52~1295~260~2860~6728~0.3~2,390~0,390;1,390;2,390;3,390;4,390;5,351~3~1~0~0~6700~0,650;1,650;2,650;3,650;4,650;5,650~0
138911~Frostclaw Foot Soldier~0~25~Passive~140~15295~26 - 56~1395~280~2870~7648~0.3~2,435~0,420;1,420;2,420;3,420;4,420;5,378~3~1~0~0~7200~0,700;1,700;2,700;3,700;4,700;5,700~0
138912~Frostclaw Infantry~0~25~Passive~150~17681~29 - 60~1495~300~2880~8841~0.3~2,481~0,450;1,450;2,450;3,450;4,450;5,405~3~1~0~0~7700~0,750;1,750;2,750;3,750;4,750;5,750~0
138913~Frostclaw Stonewall~0~25~Passive~160~19780~31 - 63~1595~320~2890~9890~0.3~2,530~0,480;1,480;2,480;3,480;4,480;5,432~3~1~0~0~8200~0,800;1,800;2,800;3,800;4,800;5,800~0
138914~Frostclaw Sapper~0~25~Passive~170~22483~32 - 68~1695~340~2900~11242~0.3~2,580~0,510;1,510;2,510;3,510;4,510;5,459~3~1~0~0~8700~0,850;1,850;2,850;3,850;4,850;5,850~0
138915~Frostclaw Champion~0~25~Passive~180~24840~35 - 71~1795~360~2910~12420~0.3~2,633~0,540;1,540;2,540;3,540;4,540;5,486~3~1~0~0~9200~0,900;1,900;2,900;3,900;4,900;5,900~0
138916~Frostclaw Sergeant~0~25~Passive~190~27859~37 - 75~1895~380~2920~13930~0.3~2,687~0,570;1,570;2,570;3,570;4,570;5,513~3~1~0~0~9700~0,950;1,950;2,950;3,950;4,950;5,950~0
138917~Frostclaw Lieutenant~0~25~Passive~200~30475~33 - 69~1995~400~2930~15238~0.3~2,744~0,600;1,600;2,600;3,600;4,600;5,540~3~1~0~0~10200~0,1000;1,1000;2,1000;3,1000;4,1000;5,1000~0
138918~Frostclaw General~0~25~Passive~210~33810~35 - 72~2095~420~2940~16905~0.3~2,803~0,630;1,630;2,630;3,630;4,630;5,567~3~1~0~0~10700~0,1050;1,1050;2,1050;3,1050;4,1050;5,1050~0
138919~Frostclaw Chieftain~0~25~Passive~220~36685~37 - 75~2195~440~2950~18343~0.3~2,864~0,660;1,660;2,660;3,660;4,660;5,594~3~1~0~0~11200~0,1100;1,1100;2,1100;3,1100;4,1100;5,1100~0
138920~High Chieftain of the Iceclaws~0~25~Passive~220~36685~37 - 75~2195~440~2950~18343~0.3~2,926~0,660;1,660;2,660;3,690;4,690;5,621~3~1~0~0~11200~0,1150;1,1150;2,1150;3,1150;4,1150;5,1150~0
138921~Slategrit Scout~0~25~Passive~10~173~2 - 5~95~20~2740~87~0.3~1,19~0,30;1,30;2,30;3,30;4,30;5,27~3~1~0~0~700~0,50;1,50;2,50;3,50;4,50;5,50~0
138922~Slategrit Lookout~0~25~Passive~20~460~3 - 9~195~40~2750~230~0.3~1,39~0,60;1,60;2,60;3,60;4,60;5,54~3~1~0~0~1200~0,100;1,100;2,100;3,100;4,100;5,100~0
138923~Slategrit Observer~0~25~Passive~30~949~5 - 12~295~60~2760~475~0.3~1,60~0,90;1,90;2,90;3,90;4,90;5,81~3~1~0~0~1700~0,150;1,150;2,150;3,150;4,150;5,150~0
138924~Slategrit Keeper~0~25~Passive~40~1495~7 - 15~395~80~2770~748~0.3~1,84~0,120;1,120;2,120;3,120;4,120;5,108~3~1~0~0~2200~0,200;1,200;2,200;3,200;4,200;5,200~0
138925~Slategrit Agitator~0~25~Passive~50~2300~8 - 19~495~100~2780~1150~0.3~1,110~0,150;1,150;2,150;3,150;4,150;5,135~3~1~0~0~2700~0,250;1,250;2,250;3,250;4,250;5,250~0
138926~Slategrit Informer~0~25~Passive~60~3105~10 - 22~595~120~2790~1553~0.3~1,138~0,180;1,180;2,180;3,180;4,180;5,162~3~1~0~0~3200~0,300;1,300;2,300;3,300;4,300;5,300~0
138927~Slategrit Agent~0~25~Passive~70~4226~12 - 25~695~140~2800~2113~0.3~1,167~0,210;1,210;2,210;3,210;4,210;5,189~3~1~0~0~3700~0,350;1,350;2,350;3,350;4,350;5,350~0
138928~Slategrit Spy~0~25~Passive~80~5290~15 - 33~795~160~2810~2645~0.3~1,200~0,240;1,240;2,240;3,240;4,240;5,216~3~1~0~0~4200~0,400;1,400;2,400;3,400;4,400;5,400~0
138929~Slategrit Inciter~0~25~Passive~90~6728~17 - 37~895~180~2820~3364~0.3~1,233~0,270;1,270;2,270;3,270;4,270;5,243~3~1~0~0~4700~0,450;1,450;2,450;3,450;4,450;5,450~0
138930~Slategrit Instigator~0~25~Passive~100~8050~20 - 40~995~200~2830~4025~0.3~1,270~0,300;1,300;2,300;3,300;4,300;5,270~3~1~0~0~5200~0,500;1,500;2,500;3,500;4,500;5,500~0
138931~Slategrit Demagogue~0~25~Passive~110~9804~21 - 45~1095~220~2840~4902~0.3~1,308~0,330;1,330;2,330;3,330;4,330;5,297~3~1~0~0~5700~0,550;1,550;2,550;3,550;4,550;5,550~0
138932~Granitefist Scout~0~25~Passive~120~11385~23 - 48~1195~240~2850~5693~0.3~1,348~0,360;1,360;2,360;3,360;4,360;5,324~3~1~0~0~6200~0,600;1,600;2,600;3,600;4,600;5,600~0
138933~Granitefist Lookout~0~25~Passive~130~13455~25 - 52~1295~260~2860~6728~0.3~1,390~0,390;1,390;2,390;3,390;4,390;5,351~3~1~0~0~6700~0,650;1,650;2,650;3,650;4,650;5,650~0
138934~Granitefist Observer~0~25~Passive~140~15295~26 - 56~1395~280~2870~7648~0.3~1,435~0,420;1,420;2,420;3,420;4,420;5,378~3~1~0~0~7200~0,700;1,700;2,700;3,700;4,700;5,700~0
138935~Granitefist Keeper~0~25~Passive~150~17681~29 - 60~1495~300~2880~8841~0.3~1,481~0,450;1,450;2,450;3,450;4,450;5,405~3~1~0~0~7700~0,750;1,750;2,750;3,750;4,750;5,750~0
138936~Granitefist Agitator~0~25~Passive~160~19780~31 - 63~1595~320~2890~9890~0.3~1,530~0,480;1,480;2,480;3,480;4,480;5,432~3~1~0~0~8200~0,800;1,800;2,800;3,800;4,800;5,800~0
138937~Granitefist Informer~0~25~Passive~170~22483~32 - 68~1695~340~2900~11242~0.3~1,580~0,510;1,510;2,510;3,510;4,510;5,459~3~1~0~0~8700~0,850;1,850;2,850;3,850;4,850;5,850~0
138938~Granitefist Agent~0~25~Passive~180~24840~35 - 71~1795~360~2910~12420~0.3~1,633~0,540;1,540;2,540;3,540;4,540;5,486~3~1~0~0~9200~0,900;1,900;2,900;3,900;4,900;5,900~0
138939~Granitefist Spy~0~25~Passive~190~27859~37 - 75~1895~380~2920~13930~0.3~1,687~0,570;1,570;2,570;3,570;4,570;5,513~3~1~0~0~9700~0,950;1,950;2,950;3,950;4,950;5,950~0
138940~Granitefist Inciter~0~25~Passive~200~30475~33 - 69~1995~400~2930~15238~0.3~1,744~0,600;1,600;2,600;3,600;4,600;5,540~3~1~0~0~10200~0,1000;1,1000;2,1000;3,1000;4,1000;5,1000~0
138941~Granitefist Instigator~0~25~Passive~210~33810~35 - 72~2095~420~2940~16905~0.3~1,803~0,630;1,630;2,630;3,630;4,630;5,567~3~1~0~0~10700~0,1050;1,1050;2,1050;3,1050;4,1050;5,1050~0
138942~Granitefist Demagogue~0~25~Passive~220~36685~37 - 75~2195~440~2950~18343~0.3~1,864~0,660;1,660;2,660;3,660;4,660;5,594~3~1~0~0~11200~0,1100;1,1100;2,1100;3,1100;4,1100;5,1100~0
138943~High Warden of the Granitefists~0~25~Passive~220~36685~37 - 75~2195~440~2950~18343~0.3~1,926~0,660;1,660;2,660;3,690;4,690;5,621~3~1~0~0~11200~0,1150;1,1150;2,1150;3,1150;4,1150;5,1150~0
138944~TEST Baby Monolith~0~25~Passive~50~68011~500 - 1020~495~100~1000~25504~1~~0,50;1,50;2,50~1~20~12~0~5760~~0
138945~Fire Effigy Slitthroat~6~25~Hostile~66~674~4 - 10~655~132~2796~337~0.3~3,29~0,132;1,132;2,132;3,132;4,132;5,132;7,Immune~1~1~0~0~1400~0,83;1,83;2,83;3,83;4,83~0
